Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,30885,0,32,44.54652224600985,17.460833999848546,490.4398329999822,5581.241670713939,8.581020414405153,0.0,32,36,41,44,72,110,210,270,400,470,490
POST,/users,4402,0,26,36.243214492957925,14.80116699985956,406.54445800009853,0.0,1.2230419900991252,0.0,26,29,33,36,50,92,190,240,380,410,410
DELETE,/users/1687433059911989313,1,0,24.390000000000356,24.390000000000356,24.390000000000356,24.390000000000356,0.0,0.0002778377987503692,0.0,24,24,24,24,24,24,24,24,24,24,24
PUT,/users/1687433059911989313,2,0,29.12304100000007,29.816249499999614,29.12304100000007,30.509457999999157,0.0,0.0005556755975007384,0.0,31,31,31,31,31,31,31,31,31,31,31
DELETE,/users/1687433061925538756,1,0,19.674999999999443,19.674999999999443,19.674999999999443,19.674999999999443,0.0,0.0002778377987503692,0.0,20,20,20,20,20,20,20,20,20,20,20
PUT,/users/1687433061925538756,4,0,25,24.367614500000467,19.913625000000934,26.893166999998996,0.0,0.0011113511950014768,0.0,26,26,27,27,27,27,27,27,27,27,27
DELETE,/users/1687433066935870208,1,0,29.358333999997654,29.358333999997654,29.358333999997654,29.358333999997654,0.0,0.0002778377987503692,0.0,29,29,29,29,29,29,29,29,29,29,29
DELETE,/users/1687433066955397784,1,0,19.273165999997843,19.273165999997843,19.273165999997843,19.273165999997843,0.0,0.0002778377987503692,0.0,19,19,19,19,19,19,19,19,19,19,19
PUT,/users/1687433066955397784,3,0,25,24.823472333331154,21.101207999997484,28.169041999998257,0.0,0.0008335133962511076,0.0,25,25,28,28,28,28,28,28,28,28,28
DELETE,/users/1687433067965556761,1,0,31.353249999998667,31.353249999998667,31.353249999998667,31.353249999998667,0.0,0.0002778377987503692,0.0,31,31,31,31,31,31,31,31,31,31,31
DELETE,/users/1687433069947855929,1,0,21.20620800000239,21.20620800000239,21.20620800000239,21.20620800000239,0.0,0.0002778377987503692,0.0,21,21,21,21,21,21,21,21,21,21,21
PUT,/users/1687433069947855929,2,0,23,26.160187499996823,22.506082999996124,29.814291999997522,0.0,0.0005556755975007384,0.0,30,30,30,30,30,30,30,30,30,30,30
DELETE,/users/1687433071964924301,1,0,20.525207999998685,20.525207999998685,20.525207999998685,20.525207999998685,0.0,0.0002778377987503692,0.0,21,21,21,21,21,21,21,21,21,21,21
