Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,57262,0,95,332.4645301376504,19.283291000007807,4481.476791000205,19993.859068841466,15.902389528258789,0.0,95,210,360,460,910,1500,2600,2900,3400,4000,4500
POST,/users,8426,0,42,203.71802528257868,16.60512500029654,3378.869707999911,0.0,2.3400079313525297,0.0,42,100,190,280,570,950,1500,2000,3000,3400,3400
DELETE,/users/1687522536027710730,1,0,25.124417000000676,25.124417000000676,25.124417000000676,25.124417000000676,0.0,0.00027771278558658076,0.0,25,25,25,25,25,25,25,25,25,25,25
PUT,/users/1687522536027710730,3,0,22,23.246541333332853,21.747457999998332,26.025166000000155,0.0,0.0008331383567597424,0.0,22,22,26,26,26,26,26,26,26,26,26
DELETE,/users/1687522539041545262,1,0,25.33762499999881,25.33762499999881,25.33762499999881,25.33762499999881,0.0,0.00027771278558658076,0.0,25,25,25,25,25,25,25,25,25,25,25
PUT,/users/1687522539041545262,1,0,19.698208999999522,19.698208999999522,19.698208999999522,19.698208999999522,0.0,0.00027771278558658076,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/users/1687522541045410212,1,0,18.886624999996826,18.886624999996826,18.886624999996826,18.886624999996826,0.0,0.00027771278558658076,0.0,19,19,19,19,19,19,19,19,19,19,19
DELETE,/users/1687522543057106180,1,0,22.874625000000037,22.874625000000037,22.874625000000037,22.874625000000037,0.0,0.00027771278558658076,0.0,23,23,23,23,23,23,23,23,23,23,23
DELETE,/users/1687522543066736440,1,0,19.37300000000164,19.37300000000164,19.37300000000164,19.37300000000164,0.0,0.00027771278558658076,0.0,19,19,19,19,19,19,19,19,19,19,19
DELETE,/users/1687522546067777750,1,0,20.96166699999813,20.96166699999813,20.96166699999813,20.96166699999813,0.0,0.00027771278558658076,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1687522546072048561,1,0,24.455291999998963,24.455291999998963,24.455291999998963,24.455291999998963,0.0,0.00027771278558658076,0.0,24,24,24,24,24,24,24,24,24,24,24
PUT,/users/1687522546072048561,2,0,24,28.277021000000957,23.54208300000238,33.011958999999536,0.0,0.0005554255711731615,0.0,33,33,33,33,33,33,33,33,33,33,33
DELETE,/users/1687522549090675310,1,0,21.477292000000148,21.477292000000148,21.477292000000148,21.477292000000148,0.0,0.00027771278558658076,0.0,21,21,21,21,21,21,21,21,21,21,21
PUT,/users/1687522549090675310,3,0,34,32.564361333333146,21.174542000000685,42.77454200000008,0.0,0.0008331383567597424,0.0,34,34,43,43,43,43,43,43,43,43,43
DELETE,/users/1687522549112439999,1,0,20.94387500000039,20.94387500000039,20.94387500000039,20.94387500000039,0.0,0.00027771278558658076,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1687522550115129696,1,0,34.973416999999785,34.973416999999785,34.973416999999785,34.973416999999785,0.0,0.00027771278558658076,0.0,35,35,35,35,35,35,35,35,35,35,35
DELETE,/users/1687522552123031499,1,0,32.89366699999974,32.89366699999974,32.89366699999974,32.89366699999974,0.0,0.00027771278558658076,0.0,33,33,33,33,33,33,33,33,33,33,33
DELETE,/users/1687522552337337648,2,0,26.02712500000237,26.333166500002392,26.02712500000237,26.639208000002412,0.0,0.0005554255711731615,0.0,27,27,27,27,27,27,27,27,27,27,27
DELETE,/users/1687522555168618166,1,0,31.547207999999216,31.547207999999216,31.547207999999216,31.547207999999216,0.0,0.00027771278558658076,0.0,32,32,32,32,32,32,32,32,32,32,32
PUT,/users/1687522555168618166,3,0,23,21.93194433333545,20.181415999999786,23.001750000002374,0.0,0.0008331383567597424,0.0,23,23,23,23,23,23,23,23,23,23,23
DELETE,/users/1687522556134555199,1,0,20.79825000000568,20.79825000000568,20.79825000000568,20.79825000000568,0.0,0.00027771278558658076,0.0,21,21,21,21,21,21,21,21,21,21,21
PUT,/users/1687522556134555199,5,0,23,24.046958400001017,19.563916999999265,30.539541000003112,0.0,0.001388563927932904,0.0,23,25,25,31,31,31,31,31,31,31,31
DELETE,/users/1687522557140789763,1,0,22.99358300000165,22.99358300000165,22.99358300000165,22.99358300000165,0.0,0.00027771278558658076,0.0,23,23,23,23,23,23,23,23,23,23,23
DELETE,/users/1687522559145776841,1,0,27.39274999999708,27.39274999999708,27.39274999999708,27.39274999999708,0.0,0.00027771278558658076,0.0,27,27,27,27,27,27,27,27,27,27,27
DELETE,/users/1687522562204637182,1,0,40.92516600000096,40.92516600000096,40.92516600000096,40.92516600000096,0.0,0.00027771278558658076,0.0,41,41,41,41,41,41,41,41,41,41,41
DELETE,/users/1687522563186925103,1,0,20.954124999995827,20.954124999995827,20.954124999995827,20.954124999995827,0.0,0.00027771278558658076,0.0,21,21,21,21,21,21,21,21,21,21,21
PUT,/users/1687522563186925103,1,0,24.76383300000151,24.76383300000151,24.76383300000151,24.76383300000151,0.0,0.00027771278558658076,0.0,25,25,25,25,25,25,25,25,25,25,25
DELETE,/users/1687522563240629385,1,0,22.486542000002885,22.486542000002885,22.486542000002885,22.486542000002885,0.0,0.00027771278558658076,0.0,22,22,22,22,22,22,22,22,22,22,22
PUT,/users/1687522563240629385,1,0,20.596290999996825,20.596290999996825,20.596290999996825,20.596290999996825,0.0,0.00027771278558658076,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1687522563241504088,1,0,30.209915999996895,30.209915999996895,30.209915999996895,30.209915999996895,0.0,0.00027771278558658076,0.0,30,30,30,30,30,30,30,30,30,30,30
PUT,/users/1687522563241504088,3,0,22,22.18323566666432,21.640165999997407,23.057915999999068,0.0,0.0008331383567597424,0.0,22,22,23,23,23,23,23,23,23,23,23
DELETE,/users/1687522564185550255,1,0,22.38425000000177,22.38425000000177,22.38425000000177,22.38425000000177,0.0,0.00027771278558658076,0.0,22,22,22,22,22,22,22,22,22,22,22
PUT,/users/1687522564185550255,1,0,23.720250000003773,23.720250000003773,23.720250000003773,23.720250000003773,0.0,0.00027771278558658076,0.0,24,24,24,24,24,24,24,24,24,24,24
DELETE,/users/1687522565199207733,1,0,22.172707999999375,22.172707999999375,22.172707999999375,22.172707999999375,0.0,0.00027771278558658076,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1687522565199288157,1,0,20.741999999998484,20.741999999998484,20.741999999998484,20.741999999998484,0.0,0.00027771278558658076,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1687522567199806799,1,0,35.901041000002465,35.901041000002465,35.901041000002465,35.901041000002465,0.0,0.00027771278558658076,0.0,36,36,36,36,36,36,36,36,36,36,36
DELETE,/users/1687522567221867509,1,0,26.141374999994582,26.141374999994582,26.141374999994582,26.141374999994582,0.0,0.00027771278558658076,0.0,26,26,26,26,26,26,26,26,26,26,26
PUT,/users/1687522567221867509,1,0,20.34125000000131,20.34125000000131,20.34125000000131,20.34125000000131,0.0,0.00027771278558658076,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/users/1687522567221873905,1,0,26.561666000006312,26.561666000006312,26.561666000006312,26.561666000006312,0.0,0.00027771278558658076,0.0,27,27,27,27,27,27,27,27,27,27,27
PUT,/users/1687522567221873905,9,0,21,32.302592444442745,18.772291999994195,100.17483299999697,0.0,0.002499415070279227,0.0,21,24,31,36,100,100,100,100,100,100,100
DELETE,/users/1687522567225701669,1,0,26.445459000001392,26.445459000001392,26.445459000001392,26.445459000001392,0.0,0.00027771278558658076,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/users/1687522567232944618,1,0,20.910958999998286,20.910958999998286,20.910958999998286,20.910958999998286,0.0,0.00027771278558658076,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1687522568217326065,1,0,25.8768329999981,25.8768329999981,25.8768329999981,25.8768329999981,0.0,0.00027771278558658076,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/users/1687522568244877805,1,0,21.9705829999981,21.9705829999981,21.9705829999981,21.9705829999981,0.0,0.00027771278558658076,0.0,22,22,22,22,22,22,22,22,22,22,22
PUT,/users/1687522568244877805,1,0,21.985540999999387,21.985540999999387,21.985540999999387,21.985540999999387,0.0,0.00027771278558658076,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1687522569232725455,1,0,23.725167000002045,23.725167000002045,23.725167000002045,23.725167000002045,0.0,0.00027771278558658076,0.0,24,24,24,24,24,24,24,24,24,24,24
DELETE,/users/1687522569237515247,1,0,25.887000000004434,25.887000000004434,25.887000000004434,25.887000000004434,0.0,0.00027771278558658076,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/users/1687522569296138773,1,0,39.76045799999639,39.76045799999639,39.76045799999639,39.76045799999639,0.0,0.00027771278558658076,0.0,40,40,40,40,40,40,40,40,40,40,40
PUT,/users/1687522569296138773,1,0,36.234125000000006,36.234125000000006,36.234125000000006,36.234125000000006,0.0,0.00027771278558658076,0.0,36,36,36,36,36,36,36,36,36,36,36
DELETE,/users/1687522571249088306,1,0,24.51958300000001,24.51958300000001,24.51958300000001,24.51958300000001,0.0,0.00027771278558658076,0.0,25,25,25,25,25,25,25,25,25,25,25
PUT,/users/1687522571249088306,1,0,21.435541999998975,21.435541999998975,21.435541999998975,21.435541999998975,0.0,0.00027771278558658076,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1687522572234382854,1,0,20.19058300000154,20.19058300000154,20.19058300000154,20.19058300000154,0.0,0.00027771278558658076,0.0,20,20,20,20,20,20,20,20,20,20,20
PUT,/users/1687522572234382854,5,0,20,32.432149999995374,19.203834000002473,69.35137499999655,0.0,0.001388563927932904,0.0,20,34,34,69,69,69,69,69,69,69,69
DELETE,/users/1687522572250782811,1,0,44.410542000001385,44.410542000001385,44.410542000001385,44.410542000001385,0.0,0.00027771278558658076,0.0,44,44,44,44,44,44,44,44,44,44,44
PUT,/users/1687522572250782811,2,0,36,38.09735399999781,35.80087499999962,40.39383299999599,0.0,0.0005554255711731615,0.0,40,40,40,40,40,40,40,40,40,40,40
DELETE,/users/1687522573251074711,1,0,25.309290999999234,25.309290999999234,25.309290999999234,25.309290999999234,0.0,0.00027771278558658076,0.0,25,25,25,25,25,25,25,25,25,25,25
DELETE,/users/1687522573294243176,1,0,55.732040999998844,55.732040999998844,55.732040999998844,55.732040999998844,0.0,0.00027771278558658076,0.0,56,56,56,56,56,56,56,56,56,56,56
DELETE,/users/1687522574254018320,1,0,32.161957999996105,32.161957999996105,32.161957999996105,32.161957999996105,0.0,0.00027771278558658076,0.0,32,32,32,32,32,32,32,32,32,32,32
