Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/staging/users,53841,0,270.0,515.0481398730717,39.86818100000278,11244.894756999656,25593.993796549097,14.965698638909359,0.0,270,480,650,770,1200,1500,3000,3400,4300,7400,11000
POST,/staging/users,7589,0,100.0,220.8554508712623,36.71546599997555,4013.80803200027,160.0,2.1094460907242274,0.0,100,140,200,300,670,790,940,1200,2700,4000,4000
DELETE,/staging/users/1687145713364027506,1,0,643.3533909999998,643.3533909999998,643.3533909999998,643.3533909999998,25.0,0.00027796100813338087,0.0,640,640,640,640,640,640,640,640,640,640,640
DELETE,/staging/users/1687145715046906325,1,0,88.55294199999975,88.55294199999975,88.55294199999975,88.55294199999975,25.0,0.00027796100813338087,0.0,89,89,89,89,89,89,89,89,89,89,89
DELETE,/staging/users/1687145717044393171,1,0,85.23626900000103,85.23626900000103,85.23626900000103,85.23626900000103,25.0,0.00027796100813338087,0.0,85,85,85,85,85,85,85,85,85,85,85
DELETE,/staging/users/1687145722395535112,1,0,88.4536880000013,88.4536880000013,88.4536880000013,88.4536880000013,25.0,0.00027796100813338087,0.0,88,88,88,88,88,88,88,88,88,88,88
DELETE,/staging/users/1687145726078563125,1,0,82.17969999999752,82.17969999999752,82.17969999999752,82.17969999999752,25.0,0.00027796100813338087,0.0,82,82,82,82,82,82,82,82,82,82,82
PUT,/staging/users/1687145726078563125,1,0,658.7891759999991,658.7891759999991,658.7891759999991,658.7891759999991,160.0,0.00027796100813338087,0.0,660,660,660,660,660,660,660,660,660,660,660
DELETE,/staging/users/1687145727068834759,1,0,91.60022299999682,91.60022299999682,91.60022299999682,91.60022299999682,25.0,0.00027796100813338087,0.0,92,92,92,92,92,92,92,92,92,92,92
PUT,/staging/users/1687145727068834759,3,0,100.0,101.9221916666666,96.81531000000021,107.2388679999996,160.0,0.0008338830244001426,0.0,100,100,110,110,110,110,110,110,110,110,110
