Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,54863,0,190.0,508.3609952537596,17.048027999990722,6459.474630999921,12590.841660135246,15.260923892714382,0.0,190,310,470,610,1500,2900,3200,3300,4500,6100,6500
POST,/users,7713,0,150.0,403.00275696875167,15.818984999995678,4522.280456999852,0.0,2.145480669750215,0.0,150,250,370,500,1100,1900,3000,3200,3900,4500,4500
DELETE,/users/1687603229681105706,1,0,21.901471000000505,21.901471000000505,21.901471000000505,21.901471000000505,0.0,0.000278164225301467,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1687603234608363774,1,0,20.243478999999454,20.243478999999454,20.243478999999454,20.243478999999454,0.0,0.000278164225301467,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/users/1687603241719129697,1,0,103.34770000000049,103.34770000000049,103.34770000000049,103.34770000000049,0.0,0.000278164225301467,0.0,100,100,100,100,100,100,100,100,100,100,100
DELETE,/users/1687603246806068571,2,0,110.56158999999965,115.75600250000129,110.56158999999965,120.95041500000292,0.0,0.000556328450602934,0.0,120,120,120,120,120,120,120,120,120,120,120
PUT,/users/1687603246806068571,4,0,21,96.97577000000203,20.029730000000967,304.88449000000276,0.0,0.001112656901205868,0.0,42,42,300,300,300,300,300,300,300,300,300
DELETE,/users/1687603248825070067,1,0,16.348834999995177,16.348834999995177,16.348834999995177,16.348834999995177,0.0,0.000278164225301467,0.0,16,16,16,16,16,16,16,16,16,16,16
PUT,/users/1687603248825070067,4,0,21,92.84386275000055,18.03382299999967,308.2031500000006,0.0,0.001112656901205868,0.0,24,24,310,310,310,310,310,310,310,310,310
DELETE,/users/1687603252584943210,1,0,22.143669999998394,22.143669999998394,22.143669999998394,22.143669999998394,0.0,0.000278164225301467,0.0,22,22,22,22,22,22,22,22,22,22,22
