Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,12918,0,30,33.30031859235283,17.071207999947546,203.0056670000704,3689.9739897817,3.59033948914296,0.0,30,34,36,37,43,52,77,96,150,200,200
POST,/users,1285,0,26,29.125558994548783,15.6168329999673,141.3552079998226,0.0,0.3571440039904554,0.0,26,29,32,34,39,49,74,96,130,140,140
DELETE,/users/1686643392156576898,1,0,23.379333999999474,23.379333999999474,23.379333999999474,23.379333999999474,0.0,0.0002779330770353739,0.0,23,23,23,23,23,23,23,23,23,23,23
DELETE,/users/1686643403178427564,1,0,20.235333999998772,20.235333999998772,20.235333999998772,20.235333999998772,0.0,0.0002779330770353739,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/users/1686643415266586322,1,0,21.689250000001437,21.689250000001437,21.689250000001437,21.689250000001437,0.0,0.0002779330770353739,0.0,22,22,22,22,22,22,22,22,22,22,22
PUT,/users/1686643415266586322,1,0,20.842542000004016,20.842542000004016,20.842542000004016,20.842542000004016,0.0,0.0002779330770353739,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1686643421205977784,1,0,19.635041000000797,19.635041000000797,19.635041000000797,19.635041000000797,0.0,0.0002779330770353739,0.0,20,20,20,20,20,20,20,20,20,20,20
PUT,/users/1686643421205977784,1,0,20.841374999996276,20.841374999996276,20.841374999996276,20.841374999996276,0.0,0.0002779330770353739,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1686643423277724888,1,0,22.554083999999364,22.554083999999364,22.554083999999364,22.554083999999364,0.0,0.0002779330770353739,0.0,23,23,23,23,23,23,23,23,23,23,23
DELETE,/users/1686643424353526629,1,0,20.260125000000073,20.260125000000073,20.260125000000073,20.260125000000073,0.0,0.0002779330770353739,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/users/1686643425315629380,1,0,18.323292000005154,18.323292000005154,18.323292000005154,18.323292000005154,0.0,0.0002779330770353739,0.0,18,18,18,18,18,18,18,18,18,18,18
PUT,/users/1686643425315629380,2,0,20.188709000002802,22.602042000002598,20.188709000002802,25.015375000002393,0.0,0.0005558661540707478,0.0,25,25,25,25,25,25,25,25,25,25,25
DELETE,/users/1686643428254623729,1,0,18.756374999995273,18.756374999995273,18.756374999995273,18.756374999995273,0.0,0.0002779330770353739,0.0,19,19,19,19,19,19,19,19,19,19,19
PUT,/users/1686643428254623729,2,0,19,19.71422949999635,18.57874999999609,20.849708999996608,0.0,0.0005558661540707478,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1686643428293208990,1,0,22.222499999998035,22.222499999998035,22.222499999998035,22.222499999998035,0.0,0.0002779330770353739,0.0,22,22,22,22,22,22,22,22,22,22,22
PUT,/users/1686643428293208990,1,0,19.525459000000467,19.525459000000467,19.525459000000467,19.525459000000467,0.0,0.0002779330770353739,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/users/1686643428301541707,1,0,23.238416999994627,23.238416999994627,23.238416999994627,23.238416999994627,0.0,0.0002779330770353739,0.0,23,23,23,23,23,23,23,23,23,23,23
