Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,60874,0,41,80.74436143629529,16.266041999998038,1860.6885829999555,13069.417156750009,16.91172186100587,0.0,41,53,70,90,180,250,510,710,1200,1400,1900
POST,/users,8587,0,28,58.282243426228426,15.027334000023984,1234.0000419999342,0.0,2.385599034406436,0.0,28,37,47,57,140,210,320,520,930,1200,1200
DELETE,/users/1686657476032537593,3,0,27,29.868485999999805,25.776291999999756,36.91133299999905,0.0,0.0008334455692581004,0.0,27,27,37,37,37,37,37,37,37,37,37
PUT,/users/1686657476032537593,5,0,23,22.469882999999946,18.266374999999613,25.53733299999994,0.0,0.0013890759487635007,0.0,23,24,24,26,26,26,26,26,26,26,26
DELETE,/users/1686657483044015804,1,0,25.97654199999866,25.97654199999866,25.97654199999866,25.97654199999866,0.0,0.00027781518975270015,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/users/1686657487124745886,1,0,20.773458000000744,20.773458000000744,20.773458000000744,20.773458000000744,0.0,0.00027781518975270015,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1686657488053227362,1,0,24.88350000000139,24.88350000000139,24.88350000000139,24.88350000000139,0.0,0.00027781518975270015,0.0,25,25,25,25,25,25,25,25,25,25,25
PUT,/users/1686657488053227362,5,0,20,20.52796659999956,16.3253329999975,26.127916000000084,0.0,0.0013890759487635007,0.0,20,22,22,26,26,26,26,26,26,26,26
DELETE,/users/1686657491067400407,1,0,29.3832089999988,29.3832089999988,29.3832089999988,29.3832089999988,0.0,0.00027781518975270015,0.0,29,29,29,29,29,29,29,29,29,29,29
DELETE,/users/1686657495091016699,2,0,19,21.589396000001315,18.959125000002075,24.219667000000555,0.0,0.0005556303795054003,0.0,24,24,24,24,24,24,24,24,24,24,24
PUT,/users/1686657495091016699,2,0,16.494665999999825,16.738416499999076,16.494665999999825,16.982166999998327,0.0,0.0005556303795054003,0.0,17,17,17,17,17,17,17,17,17,17,17
DELETE,/users/1686657496097978090,1,0,19.38708399999811,19.38708399999811,19.38708399999811,19.38708399999811,0.0,0.00027781518975270015,0.0,19,19,19,19,19,19,19,19,19,19,19
PUT,/users/1686657496097978090,2,0,19,20.148437499999616,18.745082999998885,21.551792000000347,0.0,0.0005556303795054003,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1686657497113718934,1,0,18.145665999998783,18.145665999998783,18.145665999998783,18.145665999998783,0.0,0.00027781518975270015,0.0,18,18,18,18,18,18,18,18,18,18,18
DELETE,/users/1686657499110276942,1,0,23.823416999999125,23.823416999999125,23.823416999999125,23.823416999999125,0.0,0.00027781518975270015,0.0,24,24,24,24,24,24,24,24,24,24,24
DELETE,/users/1686657500181562280,1,0,17.95399999999958,17.95399999999958,17.95399999999958,17.95399999999958,0.0,0.00027781518975270015,0.0,18,18,18,18,18,18,18,18,18,18,18
