Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,53363,0,390.0,666.44182935339,29.191466000000332,64882.76135800004,22735.39577984746,14.830975655055024,0.0,390,650,820,920,1300,1700,3100,5200,20000,37000,65000
POST,/users,7574,0,200.0,413.95877440546343,27.974742000196784,24980.583776000003,0.0,2.1050130167229493,0.0,200,390,540,640,910,1300,2300,3200,10000,25000,25000
DELETE,/users/1687127149722577393,1,0,33.480869999999996,33.480869999999996,33.480869999999996,33.480869999999996,0.0,0.00027792619708515306,0.0,33,33,33,33,33,33,33,33,33,33,33
PUT,/users/1687127149722577393,1,0,36.72807799999944,36.72807799999944,36.72807799999944,36.72807799999944,0.0,0.00027792619708515306,0.0,37,37,37,37,37,37,37,37,37,37,37
DELETE,/users/1687127157832285964,2,0,32,35.26608450000168,31.624190000002272,38.90797900000109,0.0,0.0005558523941703061,0.0,39,39,39,39,39,39,39,39,39,39,39
PUT,/users/1687127157832285964,1,0,33.98073400000001,33.98073400000001,33.98073400000001,33.98073400000001,0.0,0.00027792619708515306,0.0,34,34,34,34,34,34,34,34,34,34,34
DELETE,/users/1687127159866611144,1,0,31.064178999997694,31.064178999997694,31.064178999997694,31.064178999997694,0.0,0.00027792619708515306,0.0,31,31,31,31,31,31,31,31,31,31,31
DELETE,/users/1687127162880482496,1,0,31.15060400000047,31.15060400000047,31.15060400000047,31.15060400000047,0.0,0.00027792619708515306,0.0,31,31,31,31,31,31,31,31,31,31,31
PUT,/users/1687127162880482496,1,0,34.81595300000251,34.81595300000251,34.81595300000251,34.81595300000251,0.0,0.00027792619708515306,0.0,35,35,35,35,35,35,35,35,35,35,35
DELETE,/users/1687127164041728724,1,0,31.96185100000193,31.96185100000193,31.96185100000193,31.96185100000193,0.0,0.00027792619708515306,0.0,32,32,32,32,32,32,32,32,32,32,32
DELETE,/users/1687127166767215758,1,0,32.275345000002176,32.275345000002176,32.275345000002176,32.275345000002176,0.0,0.00027792619708515306,0.0,32,32,32,32,32,32,32,32,32,32,32
DELETE,/users/1687127166836898697,1,0,34.25137700000036,34.25137700000036,34.25137700000036,34.25137700000036,0.0,0.00027792619708515306,0.0,34,34,34,34,34,34,34,34,34,34,34
DELETE,/users/1687127166876040061,1,0,30.75411100000025,30.75411100000025,30.75411100000025,30.75411100000025,0.0,0.00027792619708515306,0.0,31,31,31,31,31,31,31,31,31,31,31
PUT,/users/1687127166876040061,1,0,30.580368999999052,30.580368999999052,30.580368999999052,30.580368999999052,0.0,0.00027792619708515306,0.0,31,31,31,31,31,31,31,31,31,31,31
