Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,12353,0,30,54.8047607225774,17.523240000002716,984.0998669999408,6193.747267870153,3.433100038483681,0.0,30,37,50,68,110,190,260,310,630,970,980
POST,/users,1779,0,23,45.692658775718186,15.53352700011601,623.4275740000612,0.0,0.4944130954798404,0.0,23,28,38,53,100,170,240,300,460,620,620
DELETE,/users/1687439378458191588,1,0,26.003912999996714,26.003912999996714,26.003912999996714,26.003912999996714,0.0,0.0002779162987520182,0.0,26,26,26,26,26,26,26,26,26,26,26
PUT,/users/1687439378458191588,1,0,24.325526000000153,24.325526000000153,24.325526000000153,24.325526000000153,0.0,0.0002779162987520182,0.0,24,24,24,24,24,24,24,24,24,24,24
DELETE,/users/1687439378902704437,1,0,26.292422000000926,26.292422000000926,26.292422000000926,26.292422000000926,0.0,0.0002779162987520182,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/users/1687439383489235366,1,0,22.04329399999949,22.04329399999949,22.04329399999949,22.04329399999949,0.0,0.0002779162987520182,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1687439388471522141,1,0,51.372353999997955,51.372353999997955,51.372353999997955,51.372353999997955,0.0,0.0002779162987520182,0.0,51,51,51,51,51,51,51,51,51,51,51
PUT,/users/1687439388471522141,1,0,26.141385999999045,26.141385999999045,26.141385999999045,26.141385999999045,0.0,0.0002779162987520182,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/users/1687439392579665833,1,0,20.27685400000223,20.27685400000223,20.27685400000223,20.27685400000223,0.0,0.0002779162987520182,0.0,20,20,20,20,20,20,20,20,20,20,20
PUT,/users/1687439392579665833,2,0,21,23.216091500000147,20.590267999999412,25.84191500000088,0.0,0.0005558325975040364,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/users/1687439394529420215,1,0,17.49112600000302,17.49112600000302,17.49112600000302,17.49112600000302,0.0,0.0002779162987520182,0.0,17,17,17,17,17,17,17,17,17,17,17
PUT,/users/1687439394529420215,1,0,18.791702000001465,18.791702000001465,18.791702000001465,18.791702000001465,0.0,0.0002779162987520182,0.0,19,19,19,19,19,19,19,19,19,19,19
