data:text/csv;charset=utf-8,Id,metric_alias_metrics_view_graph_0,metric_alias_metrics_view_graph_1,metric_alias_metrics_view_graph_2
StatusCode,Complete,Complete,Complete
Messages,,,
Full label,eu-central-1:AWS/ECS ClusterName:containerwebcluster ServiceName:containerwebservice CPUUtilization Minimum 300,eu-central-1:AWS/ECS ClusterName:containerwebcluster ServiceName:containerwebservice CPUUtilization Maximum 300,eu-central-1:AWS/ECS ClusterName:containerwebcluster ServiceName:containerwebservice CPUUtilization Average 300
Label,CPUUtilization,CPUUtilization,CPUUtilization
2023/06/13 06:30:00,0,0,0
2023/06/13 06:35:00,0,1.7971512079238892,1.0112025911919773
2023/06/13 06:40:00,1.238081693649292,2.854708671569824,2.2077054897944133
2023/06/13 06:45:00,0.9269638657569886,2.0970141887664795,1.4614680091540018
2023/06/13 06:50:00,0.9988816380500793,1.864537239074707,1.5204837759335834
2023/06/13 06:55:00,1.237473726272583,2.0725255012512207,1.6717494090398155
2023/06/13 07:00:00,0.8484231233596802,2.1768980026245117,1.5221052567164104
2023/06/13 07:05:00,0.932068109512329,1.7143560647964475,1.296852413813273
2023/06/13 07:10:00,0.7655565142631531,1.8762896060943601,1.3516718864440915
2023/06/13 07:15:00,1.8306789398193362,2.4720077514648438,2.158375032742818
2023/06/13 07:20:00,1.4799301624298096,2.6726579666137695,2.1450254917144775
2023/06/13 07:25:00,1.2441515922546387,2.5068371295928955,1.8518703937530518
2023/06/13 07:30:00,1.756316065788269,2.9260942935943604,2.2011379559834796
2023/06/13 07:35:00,0,2.4212193489074707,0.4688494541061421
2023/06/13 07:40:00,0,0.09466806799173355,0.011774385627359153
