Method,Name,Error,Occurrences
GET,/staging/users,"ReadTimeout(ReadTimeoutError(""HTTPSConnectionPool(host='5ajid7w497.execute-api.eu-central-1.amazonaws.com', port=443): Read timed out. (read timeout=None)""))",4
