Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,54677,0,220.0,516.7379688834982,17.617932000007386,36104.496839000145,20940.586974413374,15.20503869738289,0.0,220,450,630,770,1300,2100,3300,3500,6300,12000,36000
POST,/users,7951,0,130.0,335.0848123141719,16.038640999965992,6257.638209000106,0.0,2.2110807594215367,0.0,130,260,380,480,880,1300,2600,3100,3800,6300,6300
DELETE,/users/1687616620768572261,1,0,26.131703000000783,26.131703000000783,26.131703000000783,26.131703000000783,0.0,0.00027808838629374126,0.0,26,26,26,26,26,26,26,26,26,26,26
PUT,/users/1687616620768572261,1,0,19.461628000000175,19.461628000000175,19.461628000000175,19.461628000000175,0.0,0.00027808838629374126,0.0,19,19,19,19,19,19,19,19,19,19,19
DELETE,/users/1687616621007123188,1,0,18.83291399999898,18.83291399999898,18.83291399999898,18.83291399999898,0.0,0.00027808838629374126,0.0,19,19,19,19,19,19,19,19,19,19,19
DELETE,/users/1687616627788364186,1,0,26.286669000000984,26.286669000000984,26.286669000000984,26.286669000000984,0.0,0.00027808838629374126,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/users/1687616630815671729,1,0,28.776786000001664,28.776786000001664,28.776786000001664,28.776786000001664,0.0,0.00027808838629374126,0.0,29,29,29,29,29,29,29,29,29,29,29
PUT,/users/1687616630815671729,1,0,20.009535999999883,20.009535999999883,20.009535999999883,20.009535999999883,0.0,0.00027808838629374126,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/users/1687616630843426375,1,0,19.82260599999819,19.82260599999819,19.82260599999819,19.82260599999819,0.0,0.00027808838629374126,0.0,20,20,20,20,20,20,20,20,20,20,20
PUT,/users/1687616630843426375,1,0,19.76383400000259,19.76383400000259,19.76383400000259,19.76383400000259,0.0,0.00027808838629374126,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/users/1687616631805463968,1,0,25.41119500000022,25.41119500000022,25.41119500000022,25.41119500000022,0.0,0.00027808838629374126,0.0,25,25,25,25,25,25,25,25,25,25,25
PUT,/users/1687616631805463968,1,0,34.76417999999981,34.76417999999981,34.76417999999981,34.76417999999981,0.0,0.00027808838629374126,0.0,35,35,35,35,35,35,35,35,35,35,35
DELETE,/users/1687616636834715871,1,0,22.979462999998646,22.979462999998646,22.979462999998646,22.979462999998646,0.0,0.00027808838629374126,0.0,23,23,23,23,23,23,23,23,23,23,23
DELETE,/users/1687616636994368696,1,0,41.884936999998956,41.884936999998956,41.884936999998956,41.884936999998956,0.0,0.00027808838629374126,0.0,42,42,42,42,42,42,42,42,42,42,42
DELETE,/users/1687616637867548960,3,0,28,27.577968666668323,23.717397000002194,31.49175800000137,0.0,0.0008342651588812237,0.0,28,28,31,31,31,31,31,31,31,31,31
PUT,/users/1687616637867548960,2,0,22.267875000000714,24.382169999999093,22.267875000000714,26.49646499999747,0.0,0.0005561767725874825,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/users/1687616638902968915,1,0,20.40559799999997,20.40559799999997,20.40559799999997,20.40559799999997,0.0,0.00027808838629374126,0.0,20,20,20,20,20,20,20,20,20,20,20
PUT,/users/1687616638902968915,1,0,23.63036000000207,23.63036000000207,23.63036000000207,23.63036000000207,0.0,0.00027808838629374126,0.0,24,24,24,24,24,24,24,24,24,24,24
DELETE,/users/1687616639869766643,1,0,31.402923999998222,31.402923999998222,31.402923999998222,31.402923999998222,0.0,0.00027808838629374126,0.0,31,31,31,31,31,31,31,31,31,31,31
DELETE,/users/1687616639879798825,1,0,30.059009999995112,30.059009999995112,30.059009999995112,30.059009999995112,0.0,0.00027808838629374126,0.0,30,30,30,30,30,30,30,30,30,30,30
PUT,/users/1687616639879798825,5,0,19,19.91511619999926,17.831954999998345,23.52981399999976,0.0,0.001390441931468706,0.0,19,20,20,24,24,24,24,24,24,24,24
DELETE,/users/1687616639880549470,1,0,23.296524000002705,23.296524000002705,23.296524000002705,23.296524000002705,0.0,0.00027808838629374126,0.0,23,23,23,23,23,23,23,23,23,23,23
DELETE,/users/1687616640860529483,2,0,22.290559000005317,32.82175750000249,22.290559000005317,43.352955999999665,0.0,0.0005561767725874825,0.0,43,43,43,43,43,43,43,43,43,43,43
DELETE,/users/1687616641841673448,1,0,23.639510000002417,23.639510000002417,23.639510000002417,23.639510000002417,0.0,0.00027808838629374126,0.0,24,24,24,24,24,24,24,24,24,24,24
DELETE,/users/1687616641861030950,1,0,28.636329999997656,28.636329999997656,28.636329999997656,28.636329999997656,0.0,0.00027808838629374126,0.0,29,29,29,29,29,29,29,29,29,29,29
PUT,/users/1687616641861030950,2,0,18.302474999998708,22.735538500000985,18.302474999998708,27.16860200000326,0.0,0.0005561767725874825,0.0,27,27,27,27,27,27,27,27,27,27,27
DELETE,/users/1687616645860446622,2,0,26.056948000004354,33.398595500003125,26.056948000004354,40.7402430000019,0.0,0.0005561767725874825,0.0,41,41,41,41,41,41,41,41,41,41,41
PUT,/users/1687616645860446622,2,0,23,24.06304400000181,22.582091000003857,25.543996999999763,0.0,0.0005561767725874825,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/users/1687616645877925095,2,0,17.267080000003432,19.93014099999968,17.267080000003432,22.593201999995927,0.0,0.0005561767725874825,0.0,23,23,23,23,23,23,23,23,23,23,23
PUT,/users/1687616645877925095,1,0,20.607495999996672,20.607495999996672,20.607495999996672,20.607495999996672,0.0,0.00027808838629374126,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1687616646955980351,1,0,21.973363000000745,21.973363000000745,21.973363000000745,21.973363000000745,0.0,0.00027808838629374126,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1687616647058526331,1,0,24.894555999999568,24.894555999999568,24.894555999999568,24.894555999999568,0.0,0.00027808838629374126,0.0,25,25,25,25,25,25,25,25,25,25,25
PUT,/users/1687616647058526331,1,0,36.93452399999586,36.93452399999586,36.93452399999586,36.93452399999586,0.0,0.00027808838629374126,0.0,37,37,37,37,37,37,37,37,37,37,37
DELETE,/users/1687616647921403911,1,0,24.585384000005206,24.585384000005206,24.585384000005206,24.585384000005206,0.0,0.00027808838629374126,0.0,25,25,25,25,25,25,25,25,25,25,25
