Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,32104,0,36,44.08731670788747,18.334084000002804,438.3622909999758,9608.945863443807,8.921119523038081,0.0,36,41,45,49,63,96,140,200,330,430,440
POST,/users,3264,0,26,34.17603375030368,14.557499999995116,368.42416699983005,0.0,0.9070064204833135,0.0,26,31,35,38,52,76,120,160,330,370,370
DELETE,/users/1686652708932150862,1,0,23.055499999999896,23.055499999999896,23.055499999999896,23.055499999999896,0.0,0.000277881869020623,0.0,23,23,23,23,23,23,23,23,23,23,23
PUT,/users/1686652708932150862,1,0,27.935416000000046,27.935416000000046,27.935416000000046,27.935416000000046,0.0,0.000277881869020623,0.0,28,28,28,28,28,28,28,28,28,28,28
DELETE,/users/1686652717993615599,1,0,19.602875000000353,19.602875000000353,19.602875000000353,19.602875000000353,0.0,0.000277881869020623,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/users/1686652721998545350,1,0,28.51070899999897,28.51070899999897,28.51070899999897,28.51070899999897,0.0,0.000277881869020623,0.0,29,29,29,29,29,29,29,29,29,29,29
PUT,/users/1686652721998545350,3,0,22.073708000000636,23.112638666666168,22.073708000000636,25.050457999999054,0.0,0.000833645607061869,0.0,22,22,25,25,25,25,25,25,25,25,25
DELETE,/users/1686652723994809651,1,0,24.764417000000094,24.764417000000094,24.764417000000094,24.764417000000094,0.0,0.000277881869020623,0.0,25,25,25,25,25,25,25,25,25,25,25
PUT,/users/1686652723994809651,5,0,20,26.15605840000086,17.797500000000355,53.08116700000198,0.0,0.001389409345103115,0.0,20,21,21,53,53,53,53,53,53,53,53
DELETE,/users/1686652724022645883,1,0,24.21362500000157,24.21362500000157,24.21362500000157,24.21362500000157,0.0,0.000277881869020623,0.0,24,24,24,24,24,24,24,24,24,24,24
DELETE,/users/1686652732056312369,2,0,18.0246660000023,20.26204099999873,18.0246660000023,22.499415999995165,0.0,0.000555763738041246,0.0,22,22,22,22,22,22,22,22,22,22,22
PUT,/users/1686652732056312369,1,0,18.96754200000217,18.96754200000217,18.96754200000217,18.96754200000217,0.0,0.000277881869020623,0.0,19,19,19,19,19,19,19,19,19,19,19
DELETE,/users/1686652733034440829,1,0,39.712000000001524,39.712000000001524,39.712000000001524,39.712000000001524,0.0,0.000277881869020623,0.0,40,40,40,40,40,40,40,40,40,40,40
DELETE,/users/1686652734043671007,1,0,28.740458999997998,28.740458999997998,28.740458999997998,28.740458999997998,0.0,0.000277881869020623,0.0,29,29,29,29,29,29,29,29,29,29,29
PUT,/users/1686652734043671007,2,0,22,23.630333499998102,21.873041999995735,25.38762500000047,0.0,0.000555763738041246,0.0,25,25,25,25,25,25,25,25,25,25,25
DELETE,/users/1686652734069171941,1,0,26.613625000003083,26.613625000003083,26.613625000003083,26.613625000003083,0.0,0.000277881869020623,0.0,27,27,27,27,27,27,27,27,27,27,27
DELETE,/users/1686652734079025355,1,0,20.51741700000065,20.51741700000065,20.51741700000065,20.51741700000065,0.0,0.000277881869020623,0.0,21,21,21,21,21,21,21,21,21,21,21
PUT,/users/1686652734079025355,3,0,23,24.143152666667334,17.643583000001684,32.26358299999532,0.0,0.000833645607061869,0.0,23,23,32,32,32,32,32,32,32,32,32
DELETE,/users/1686652735044257389,1,0,24.321292000003325,24.321292000003325,24.321292000003325,24.321292000003325,0.0,0.000277881869020623,0.0,24,24,24,24,24,24,24,24,24,24,24
DELETE,/users/1686652736084527349,1,0,18.828917000000445,18.828917000000445,18.828917000000445,18.828917000000445,0.0,0.000277881869020623,0.0,19,19,19,19,19,19,19,19,19,19,19
DELETE,/users/1686652737082237349,1,0,19.481166999995025,19.481166999995025,19.481166999995025,19.481166999995025,0.0,0.000277881869020623,0.0,19,19,19,19,19,19,19,19,19,19,19
PUT,/users/1686652737082237349,2,0,20.226540999999543,22.68345799999949,20.226540999999543,25.140374999999437,0.0,0.000555763738041246,0.0,25,25,25,25,25,25,25,25,25,25,25
DELETE,/users/1686652739081761077,1,0,20.13237499999576,20.13237499999576,20.13237499999576,20.13237499999576,0.0,0.000277881869020623,0.0,20,20,20,20,20,20,20,20,20,20,20
PUT,/users/1686652739081761077,1,0,21.8820409999978,21.8820409999978,21.8820409999978,21.8820409999978,0.0,0.000277881869020623,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1686652741082021960,1,0,29.39912499999764,29.39912499999764,29.39912499999764,29.39912499999764,0.0,0.000277881869020623,0.0,29,29,29,29,29,29,29,29,29,29,29
PUT,/users/1686652741082021960,1,0,21.101832999995906,21.101832999995906,21.101832999995906,21.101832999995906,0.0,0.000277881869020623,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1686652742088596336,1,0,29.708833000000823,29.708833000000823,29.708833000000823,29.708833000000823,0.0,0.000277881869020623,0.0,30,30,30,30,30,30,30,30,30,30,30
DELETE,/users/1686652744102603785,1,0,22.871000000002084,22.871000000002084,22.871000000002084,22.871000000002084,0.0,0.000277881869020623,0.0,23,23,23,23,23,23,23,23,23,23,23
DELETE,/users/1686652745158472860,1,0,20.435999999996568,20.435999999996568,20.435999999996568,20.435999999996568,0.0,0.000277881869020623,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/users/1686652746109916557,1,0,22.664875000003804,22.664875000003804,22.664875000003804,22.664875000003804,0.0,0.000277881869020623,0.0,23,23,23,23,23,23,23,23,23,23,23
PUT,/users/1686652746109916557,1,0,50.17545799999823,50.17545799999823,50.17545799999823,50.17545799999823,0.0,0.000277881869020623,0.0,50,50,50,50,50,50,50,50,50,50,50
DELETE,/users/1686652746160953511,1,0,17.886541999999395,17.886541999999395,17.886541999999395,17.886541999999395,0.0,0.000277881869020623,0.0,18,18,18,18,18,18,18,18,18,18,18
PUT,/users/1686652746160953511,2,0,17.390541999994014,24.869603999999157,17.390541999994014,32.3486660000043,0.0,0.000555763738041246,0.0,32,32,32,32,32,32,32,32,32,32,32
DELETE,/users/1686652749126799757,4,0,19,18.310031249995973,16.4513750000026,19.312458999991122,0.0,0.001111527476082492,0.0,19,19,19,19,19,19,19,19,19,19,19
PUT,/users/1686652749126799757,5,0,20,21.214799799999184,18.065458000002366,28.273666000004027,0.0,0.001389409345103115,0.0,20,20,20,28,28,28,28,28,28,28,28
DELETE,/users/1686652749151470869,1,0,18.356959000001893,18.356959000001893,18.356959000001893,18.356959000001893,0.0,0.000277881869020623,0.0,18,18,18,18,18,18,18,18,18,18,18
DELETE,/users/1686652750144077340,1,0,22.217375000025186,22.217375000025186,22.217375000025186,22.217375000025186,0.0,0.000277881869020623,0.0,22,22,22,22,22,22,22,22,22,22,22
PUT,/users/1686652750144077340,7,0,21,23.241553571430984,16.821958999997833,32.17033300001049,0.0,0.001945173083144361,0.0,21,25,29,29,32,32,32,32,32,32,32
DELETE,/users/1686652750172982911,1,0,17.525541000004807,17.525541000004807,17.525541000004807,17.525541000004807,0.0,0.000277881869020623,0.0,18,18,18,18,18,18,18,18,18,18,18
DELETE,/users/1686652751196159028,1,0,17.609000000000208,17.609000000000208,17.609000000000208,17.609000000000208,0.0,0.000277881869020623,0.0,18,18,18,18,18,18,18,18,18,18,18
PUT,/users/1686652751196159028,1,0,20.659583000004034,20.659583000004034,20.659583000004034,20.659583000004034,0.0,0.000277881869020623,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1686652752149637754,1,0,32.90654200000631,32.90654200000631,32.90654200000631,32.90654200000631,0.0,0.000277881869020623,0.0,33,33,33,33,33,33,33,33,33,33,33
PUT,/users/1686652752149637754,1,0,20.66037499999851,20.66037499999851,20.66037499999851,20.66037499999851,0.0,0.000277881869020623,0.0,21,21,21,21,21,21,21,21,21,21,21
DELETE,/users/1686652752156578748,1,0,21.63570800000514,21.63570800000514,21.63570800000514,21.63570800000514,0.0,0.000277881869020623,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1686652753176962667,1,0,22.309833999997863,22.309833999997863,22.309833999997863,22.309833999997863,0.0,0.000277881869020623,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1686652753191427107,1,0,30.90762499999755,30.90762499999755,30.90762499999755,30.90762499999755,0.0,0.000277881869020623,0.0,31,31,31,31,31,31,31,31,31,31,31
DELETE,/users/1686652754150851494,1,0,21.21616600000209,21.21616600000209,21.21616600000209,21.21616600000209,0.0,0.000277881869020623,0.0,21,21,21,21,21,21,21,21,21,21,21
PUT,/users/1686652754150851494,2,0,21.479791999993836,21.660291499998152,21.479791999993836,21.84079100000247,0.0,0.000555763738041246,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1686652755218095994,2,0,18.357665999999995,22.308832999996753,18.357665999999995,26.25999999999351,0.0,0.000555763738041246,0.0,26,26,26,26,26,26,26,26,26,26,26
