Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/staging/users,12118,0,98,126.89141280863348,52.66546300003938,1746.2645890000204,5865.268773725037,3.3704839347721056,0.0,98,110,120,140,220,320,410,490,810,1500,1700
POST,/staging/users,1754,0,91,120.89380058551876,54.34160699996937,913.1720120003592,160.0,0.4878551593984381,0.0,91,96,110,130,230,330,430,490,820,910,910
DELETE,/staging/users/1687019885120678943,1,0,62.1090190000011,62.1090190000011,62.1090190000011,62.1090190000011,25.0,0.00027813863135600804,0.0,62,62,62,62,62,62,62,62,62,62,62
PUT,/staging/users/1687019885120678943,1,0,651.4575579999971,651.4575579999971,651.4575579999971,651.4575579999971,160.0,0.00027813863135600804,0.0,650,650,650,650,650,650,650,650,650,650,650
DELETE,/staging/users/1687019885571131823,1,0,88.00971899999865,88.00971899999865,88.00971899999865,88.00971899999865,25.0,0.00027813863135600804,0.0,88,88,88,88,88,88,88,88,88,88,88
DELETE,/staging/users/1687019892846906443,1,0,781.976327999999,781.976327999999,781.976327999999,781.976327999999,25.0,0.00027813863135600804,0.0,780,780,780,780,780,780,780,780,780,780,780
DELETE,/staging/users/1687019901971140835,1,0,85.32896300000203,85.32896300000203,85.32896300000203,85.32896300000203,25.0,0.00027813863135600804,0.0,85,85,85,85,85,85,85,85,85,85,85
PUT,/staging/users/1687019901971140835,1,0,65.47653600000203,65.47653600000203,65.47653600000203,65.47653600000203,160.0,0.00027813863135600804,0.0,65,65,65,65,65,65,65,65,65,65,65
DELETE,/staging/users/1687019902925304302,1,0,91.16565800000132,91.16565800000132,91.16565800000132,91.16565800000132,25.0,0.00027813863135600804,0.0,91,91,91,91,91,91,91,91,91,91,91
DELETE,/staging/users/1687019906206512033,1,0,91.01134899999863,91.01134899999863,91.01134899999863,91.01134899999863,25.0,0.00027813863135600804,0.0,91,91,91,91,91,91,91,91,91,91,91
DELETE,/staging/users/1687019906694523672,1,0,95.17928099998585,95.17928099998585,95.17928099998585,95.17928099998585,25.0,0.00027813863135600804,0.0,95,95,95,95,95,95,95,95,95,95,95
