Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/staging/users,31743,0,58,90.86500410071511,32.920148000016525,1030.74241000013,7841.5535078600005,8.821481551279117,0.0,58,72,92,110,180,250,410,500,700,910,1000
POST,/staging/users,3170,0,47,78.25082318990353,32.45694000008825,920.5222430000504,160.0,0.8809531713308384,0.0,47,55,75,100,150,230,360,490,680,920,920
DELETE,/staging/users/1686647627421173602,1,0,47.435421999999505,47.435421999999505,47.435421999999505,47.435421999999505,25.0,0.0002779032086217156,0.0,47,47,47,47,47,47,47,47,47,47,47
PUT,/staging/users/1686647627421173602,1,0,39.658855999999076,39.658855999999076,39.658855999999076,39.658855999999076,160.0,0.0002779032086217156,0.0,40,40,40,40,40,40,40,40,40,40,40
DELETE,/staging/users/1686647628199024261,1,0,42.477276000001396,42.477276000001396,42.477276000001396,42.477276000001396,25.0,0.0002779032086217156,0.0,42,42,42,42,42,42,42,42,42,42,42
DELETE,/staging/users/1686647629053480660,2,0,39.47061100000049,383.7305495000001,39.47061100000049,727.9904879999997,25.0,0.0005558064172434312,0.0,730,730,730,730,730,730,730,730,730,730,730
PUT,/staging/users/1686647629053480660,1,0,662.9901180000015,662.9901180000015,662.9901180000015,662.9901180000015,160.0,0.0002779032086217156,0.0,660,660,660,660,660,660,660,660,660,660,660
DELETE,/staging/users/1686647635327053961,1,0,40.04373300000097,40.04373300000097,40.04373300000097,40.04373300000097,25.0,0.0002779032086217156,0.0,40,40,40,40,40,40,40,40,40,40,40
PUT,/staging/users/1686647635327053961,4,0,40,43.506102999998575,35.508799999998786,57.92641699999734,160.0,0.0011116128344868623,0.0,41,41,58,58,58,58,58,58,58,58,58
DELETE,/staging/users/1686647642231359534,1,0,42.14561999999944,42.14561999999944,42.14561999999944,42.14561999999944,25.0,0.0002779032086217156,0.0,42,42,42,42,42,42,42,42,42,42,42
PUT,/staging/users/1686647642231359534,4,0,40.08684399999751,43.68658849999818,40.08684399999751,51.286090999997924,160.0,0.0011116128344868623,0.0,43,43,51,51,51,51,51,51,51,51,51
DELETE,/staging/users/1686647644208064887,1,0,83.01223800000201,83.01223800000201,83.01223800000201,83.01223800000201,25.0,0.0002779032086217156,0.0,83,83,83,83,83,83,83,83,83,83,83
PUT,/staging/users/1686647644208064887,3,0,40,38.656392999998936,33.00517699999972,43.4217359999991,160.0,0.0008337096258651467,0.0,40,40,43,43,43,43,43,43,43,43,43
DELETE,/staging/users/1686647647273541433,1,0,41.70451899999961,41.70451899999961,41.70451899999961,41.70451899999961,25.0,0.0002779032086217156,0.0,42,42,42,42,42,42,42,42,42,42,42
PUT,/staging/users/1686647647273541433,1,0,38.94162800000345,38.94162800000345,38.94162800000345,38.94162800000345,160.0,0.0002779032086217156,0.0,39,39,39,39,39,39,39,39,39,39,39
DELETE,/staging/users/1686647648322377926,1,0,43.42138200000534,43.42138200000534,43.42138200000534,43.42138200000534,25.0,0.0002779032086217156,0.0,43,43,43,43,43,43,43,43,43,43,43
DELETE,/staging/users/1686647648363097563,1,0,35.89992799999919,35.89992799999919,35.89992799999919,35.89992799999919,25.0,0.0002779032086217156,0.0,36,36,36,36,36,36,36,36,36,36,36
PUT,/staging/users/1686647648363097563,3,0,39,40.35754566666583,36.54901800000232,45.43832199999542,160.0,0.0008337096258651467,0.0,39,39,45,45,45,45,45,45,45,45,45
DELETE,/staging/users/1686647649259664039,1,0,47.54786099999819,47.54786099999819,47.54786099999819,47.54786099999819,25.0,0.0002779032086217156,0.0,48,48,48,48,48,48,48,48,48,48,48
PUT,/staging/users/1686647649259664039,1,0,42.21819199999999,42.21819199999999,42.21819199999999,42.21819199999999,160.0,0.0002779032086217156,0.0,42,42,42,42,42,42,42,42,42,42,42
DELETE,/staging/users/1686647650326097021,1,0,40.663232999996524,40.663232999996524,40.663232999996524,40.663232999996524,25.0,0.0002779032086217156,0.0,41,41,41,41,41,41,41,41,41,41,41
DELETE,/staging/users/1686647653413070157,1,0,39.4791089999984,39.4791089999984,39.4791089999984,39.4791089999984,25.0,0.0002779032086217156,0.0,39,39,39,39,39,39,39,39,39,39,39
DELETE,/staging/users/1686647655224681436,1,0,50.48158700000016,50.48158700000016,50.48158700000016,50.48158700000016,25.0,0.0002779032086217156,0.0,50,50,50,50,50,50,50,50,50,50,50
DELETE,/staging/users/1686647655343001389,1,0,42.6704529999995,42.6704529999995,42.6704529999995,42.6704529999995,25.0,0.0002779032086217156,0.0,43,43,43,43,43,43,43,43,43,43,43
PUT,/staging/users/1686647655343001389,1,0,40.93772099999882,40.93772099999882,40.93772099999882,40.93772099999882,160.0,0.0002779032086217156,0.0,41,41,41,41,41,41,41,41,41,41,41
DELETE,/staging/users/1686647656361490169,1,0,43.13597899999877,43.13597899999877,43.13597899999877,43.13597899999877,25.0,0.0002779032086217156,0.0,43,43,43,43,43,43,43,43,43,43,43
