Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,12054,0,110.0,183.72651649974998,18.193011000022352,10141.766733000168,6764.897544383607,3.3513524170185724,0.0,110,180,220,240,310,400,570,940,7700,9700,10000
POST,/users,1689,0,100.0,168.72037430076784,17.26062300031117,7639.525096999932,0.0,0.4695896990496407,0.0,100,160,210,230,290,390,540,890,7200,7600,7600
DELETE,/users/1687375602698399876,1,0,58.35524299999939,58.35524299999939,58.35524299999939,58.35524299999939,0.0,0.0002780282410003793,0.0,58,58,58,58,58,58,58,58,58,58,58
DELETE,/users/1687375603274055231,1,0,212.29257399999923,212.29257399999923,212.29257399999923,212.29257399999923,0.0,0.0002780282410003793,0.0,210,210,210,210,210,210,210,210,210,210,210
PUT,/users/1687375603274055231,2,0,38.23888199999992,44.577448000000075,38.23888199999992,50.91601400000023,0.0,0.0005560564820007586,0.0,51,51,51,51,51,51,51,51,51,51,51
DELETE,/users/1687375607737941253,1,0,53.15315900000073,53.15315900000073,53.15315900000073,53.15315900000073,0.0,0.0002780282410003793,0.0,53,53,53,53,53,53,53,53,53,53,53
DELETE,/users/1687375608326331308,1,0,21.561823999999064,21.561823999999064,21.561823999999064,21.561823999999064,0.0,0.0002780282410003793,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1687375612296842140,1,0,19.767415000000454,19.767415000000454,19.767415000000454,19.767415000000454,0.0,0.0002780282410003793,0.0,20,20,20,20,20,20,20,20,20,20,20
PUT,/users/1687375612296842140,1,0,22.6987120000004,22.6987120000004,22.6987120000004,22.6987120000004,0.0,0.0002780282410003793,0.0,23,23,23,23,23,23,23,23,23,23,23
DELETE,/users/1687375615422826307,1,0,21.563902000000468,21.563902000000468,21.563902000000468,21.563902000000468,0.0,0.0002780282410003793,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1687375618288588922,1,0,25.709164999998535,25.709164999998535,25.709164999998535,25.709164999998535,0.0,0.0002780282410003793,0.0,26,26,26,26,26,26,26,26,26,26,26
DELETE,/users/1687375618390874589,1,0,115.35566500000272,115.35566500000272,115.35566500000272,115.35566500000272,0.0,0.0002780282410003793,0.0,120,120,120,120,120,120,120,120,120,120,120
DELETE,/users/1687375621394453019,1,0,106.75756500000233,106.75756500000233,106.75756500000233,106.75756500000233,0.0,0.0002780282410003793,0.0,110,110,110,110,110,110,110,110,110,110,110
PUT,/users/1687375621394453019,4,0,35,84.39457825000041,18.28093099999961,240.06640099999998,0.0,0.0011121129640015172,0.0,44,44,240,240,240,240,240,240,240,240,240
DELETE,/users/1687375623468952985,1,0,22.72716199999536,22.72716199999536,22.72716199999536,22.72716199999536,0.0,0.0002780282410003793,0.0,23,23,23,23,23,23,23,23,23,23,23
PUT,/users/1687375623468952985,1,0,19.568149000001256,19.568149000001256,19.568149000001256,19.568149000001256,0.0,0.0002780282410003793,0.0,20,20,20,20,20,20,20,20,20,20,20
DELETE,/users/1687375625041073916,1,0,129.49246199999465,129.49246199999465,129.49246199999465,129.49246199999465,0.0,0.0002780282410003793,0.0,130,130,130,130,130,130,130,130,130,130,130
PUT,/users/1687375625041073916,2,0,97,169.13458750000032,96.87980399999674,241.3893710000039,0.0,0.0005560564820007586,0.0,240,240,240,240,240,240,240,240,240,240,240
DELETE,/users/1687375627142767753,1,0,34.43149299999959,34.43149299999959,34.43149299999959,34.43149299999959,0.0,0.0002780282410003793,0.0,34,34,34,34,34,34,34,34,34,34,34
PUT,/users/1687375627142767753,1,0,98.55827900000236,98.55827900000236,98.55827900000236,98.55827900000236,0.0,0.0002780282410003793,0.0,99,99,99,99,99,99,99,99,99,99,99
DELETE,/users/1687375632381531379,1,0,119.77739000000298,119.77739000000298,119.77739000000298,119.77739000000298,0.0,0.0002780282410003793,0.0,120,120,120,120,120,120,120,120,120,120,120
DELETE,/users/1687375637822401874,1,0,45.52746500000637,45.52746500000637,45.52746500000637,45.52746500000637,0.0,0.0002780282410003793,0.0,46,46,46,46,46,46,46,46,46,46,46
PUT,/users/1687375637822401874,1,0,28.69987599999746,28.69987599999746,28.69987599999746,28.69987599999746,0.0,0.0002780282410003793,0.0,29,29,29,29,29,29,29,29,29,29,29
DELETE,/users/1687375637822406060,1,0,27.205594000001554,27.205594000001554,27.205594000001554,27.205594000001554,0.0,0.0002780282410003793,0.0,27,27,27,27,27,27,27,27,27,27,27
PUT,/users/1687375637822406060,2,0,19.394619999999918,24.525725999996695,19.394619999999918,29.65683199999347,0.0,0.0005560564820007586,0.0,30,30,30,30,30,30,30,30,30,30,30
DELETE,/users/1687375638341072209,1,0,51.89460100000076,51.89460100000076,51.89460100000076,51.89460100000076,0.0,0.0002780282410003793,0.0,52,52,52,52,52,52,52,52,52,52,52
DELETE,/users/1687375638862386362,1,0,22.306714999999144,22.306714999999144,22.306714999999144,22.306714999999144,0.0,0.0002780282410003793,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1687375639197514565,1,0,50.47551499999514,50.47551499999514,50.47551499999514,50.47551499999514,0.0,0.0002780282410003793,0.0,50,50,50,50,50,50,50,50,50,50,50
DELETE,/users/1687375641293198699,1,0,20.368568000002085,20.368568000002085,20.368568000002085,20.368568000002085,0.0,0.0002780282410003793,0.0,20,20,20,20,20,20,20,20,20,20,20
PUT,/users/1687375641293198699,1,0,27.24395899999621,27.24395899999621,27.24395899999621,27.24395899999621,0.0,0.0002780282410003793,0.0,27,27,27,27,27,27,27,27,27,27,27
DELETE,/users/1687375642867898259,1,0,35.04225800000427,35.04225800000427,35.04225800000427,35.04225800000427,0.0,0.0002780282410003793,0.0,35,35,35,35,35,35,35,35,35,35,35
PUT,/users/1687375642867898259,1,0,28.31364900000466,28.31364900000466,28.31364900000466,28.31364900000466,0.0,0.0002780282410003793,0.0,28,28,28,28,28,28,28,28,28,28,28
