Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,55393,0,130.0,502.2826655334242,17.746165000005476,32154.442119000123,13179.629682450852,15.397252276185323,0.0,130,270,470,680,1400,2200,2900,4200,16000,25000,32000
POST,/users,7830,0,100.0,361.8725638719014,15.541100999826085,10608.171349999793,0.0,2.1764570491313178,0.0,100,200,320,460,1000,1600,2600,3400,7600,11000,11000
DELETE,/users/1687621118106905863,1,0,38.51121699999993,38.51121699999993,38.51121699999993,38.51121699999993,0.0,0.0002779638632351619,0.0,39,39,39,39,39,39,39,39,39,39,39
PUT,/users/1687621118106905863,1,0,23.866562000000258,23.866562000000258,23.866562000000258,23.866562000000258,0.0,0.0002779638632351619,0.0,24,24,24,24,24,24,24,24,24,24,24
DELETE,/users/1687621121106665661,2,0,23.255232000000348,69.29370950000013,23.255232000000348,115.33218699999992,0.0,0.0005559277264703238,0.0,120,120,120,120,120,120,120,120,120,120,120
PUT,/users/1687621121106665661,3,0,26,23.227186333333094,16.934507999998516,26.69154699999865,0.0,0.0008338915897054857,0.0,26,26,27,27,27,27,27,27,27,27,27
DELETE,/users/1687621121127679689,1,0,21.91728300000051,21.91728300000051,21.91728300000051,21.91728300000051,0.0,0.0002779638632351619,0.0,22,22,22,22,22,22,22,22,22,22,22
DELETE,/users/1687621122157237939,1,0,26.1896919999991,26.1896919999991,26.1896919999991,26.1896919999991,0.0,0.0002779638632351619,0.0,26,26,26,26,26,26,26,26,26,26,26
PUT,/users/1687621122157237939,4,0,36,34.215453749999014,19.85589899999951,42.68974999999742,0.0,0.0011118554529406476,0.0,38,38,43,43,43,43,43,43,43,43,43
DELETE,/users/1687621126144781687,1,0,45.61166799999938,45.61166799999938,45.61166799999938,45.61166799999938,0.0,0.0002779638632351619,0.0,46,46,46,46,46,46,46,46,46,46,46
DELETE,/users/1687621127096970017,1,0,37.09999800000219,37.09999800000219,37.09999800000219,37.09999800000219,0.0,0.0002779638632351619,0.0,37,37,37,37,37,37,37,37,37,37,37
DELETE,/users/1687621129143231622,1,0,42.30925799999952,42.30925799999952,42.30925799999952,42.30925799999952,0.0,0.0002779638632351619,0.0,42,42,42,42,42,42,42,42,42,42,42
PUT,/users/1687621129143231622,2,0,21.443718999996975,24.46894299999869,21.443718999996975,27.494167000000402,0.0,0.0005559277264703238,0.0,27,27,27,27,27,27,27,27,27,27,27
DELETE,/users/1687621131207675743,1,0,144.14238399999846,144.14238399999846,144.14238399999846,144.14238399999846,0.0,0.0002779638632351619,0.0,140,140,140,140,140,140,140,140,140,140,140
PUT,/users/1687621131207675743,1,0,16.980891999999415,16.980891999999415,16.980891999999415,16.980891999999415,0.0,0.0002779638632351619,0.0,17,17,17,17,17,17,17,17,17,17,17
