Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/users,40575,3,580.0,1909.701485788161,26.95022800003244,121195.68902399999,21997.92906962415,11.284106677611184,0.0008343147266255959,580,1300,2000,2700,4600,7800,13000,19000,50000,90000,121000
POST,/users,5820,0,330.0,943.1804660807528,27.88814099994852,21913.513218999924,0.0,1.618570569653656,0.0,330,680,1200,1500,2700,3600,5500,7600,18000,22000,22000
DELETE,/users/1687118276922876874,1,0,378.4569520000005,378.4569520000005,378.4569520000005,378.4569520000005,0.0,0.0002781049088751986,0.0,380,380,380,380,380,380,380,380,380,380,380
DELETE,/users/1687118278538560781,2,0,76.08949999999837,86.89576549999956,76.08949999999837,97.70203100000074,0.0,0.0005562098177503972,0.0,98,98,98,98,98,98,98,98,98,98,98
PUT,/users/1687118278538560781,4,0,39,47.73502499999971,33.01278600000046,78.76528099999902,0.0,0.0011124196355007945,0.0,40,40,79,79,79,79,79,79,79,79,79
DELETE,/users/1687118281758242785,1,0,201.05952399999973,201.05952399999973,201.05952399999973,201.05952399999973,0.0,0.0002781049088751986,0.0,200,200,200,200,200,200,200,200,200,200,200
DELETE,/users/1687118284754500151,1,0,276.2678429999994,276.2678429999994,276.2678429999994,276.2678429999994,0.0,0.0002781049088751986,0.0,280,280,280,280,280,280,280,280,280,280,280
PUT,/users/1687118284754500151,2,0,36.11260399999949,62.90710200000049,36.11260399999949,89.70160000000149,0.0,0.0005562098177503972,0.0,90,90,90,90,90,90,90,90,90,90,90
DELETE,/users/1687118290456409448,1,0,2458.9786479999984,2458.9786479999984,2458.9786479999984,2458.9786479999984,0.0,0.0002781049088751986,0.0,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500,2500
DELETE,/users/1687118290800683984,1,0,31.526694000000077,31.526694000000077,31.526694000000077,31.526694000000077,0.0,0.0002781049088751986,0.0,32,32,32,32,32,32,32,32,32,32,32
DELETE,/users/1687118292019404508,1,0,34.78585799999934,34.78585799999934,34.78585799999934,34.78585799999934,0.0,0.0002781049088751986,0.0,35,35,35,35,35,35,35,35,35,35,35
DELETE,/users/1687118292399617413,1,0,29.742884000000913,29.742884000000913,29.742884000000913,29.742884000000913,0.0,0.0002781049088751986,0.0,30,30,30,30,30,30,30,30,30,30,30
PUT,/users/1687118292399617413,1,0,83.30885700000223,83.30885700000223,83.30885700000223,83.30885700000223,0.0,0.0002781049088751986,0.0,83,83,83,83,83,83,83,83,83,83,83
DELETE,/users/1687118292399989277,1,0,50.154709000004516,50.154709000004516,50.154709000004516,50.154709000004516,0.0,0.0002781049088751986,0.0,50,50,50,50,50,50,50,50,50,50,50
DELETE,/users/1687118294047960486,2,0,36.312670000000935,48.665066000001644,36.312670000000935,61.017462000002354,0.0,0.0005562098177503972,0.0,61,61,61,61,61,61,61,61,61,61,61
PUT,/users/1687118294047960486,2,0,34,35.57209299999542,33.67786299999409,37.46632299999675,0.0,0.0005562098177503972,0.0,37,37,37,37,37,37,37,37,37,37,37
DELETE,/users/1687118294503990346,1,0,493.1595449999975,493.1595449999975,493.1595449999975,493.1595449999975,0.0,0.0002781049088751986,0.0,490,490,490,490,490,490,490,490,490,490,490
